match,team,home_away,ballPossession,expectedGoals,bigChanceCreated,totalShotsOnGoal,goalkeeperSaves,cornerKicks,fouls,passes,totalTackle,freeKicks,yellowCards,shotsOnGoal,hitWoodwork,shotsOffGoal,blockedScoringAttempt,totalShotsInsideBox,totalShotsOutsideBox,bigChanceScored,bigChanceMissed,touchesInOppBox,fouledFinalThird,offsides,accuratePasses,throwIns,finalThirdEntries,finalThirdPhaseStatistic,accurateLongBalls,accurateCross,duelWonPercent,dispossessed,groundDuelsPercentage,aerialDuelsPercentage,dribblesPercentage,wonTacklePercent,interceptionWon,ballRecovery,totalClearance,errorsLeadToShot,goalsPrevented,diveSaves,highClaims,punches,goalKicks,errorsLeadToGoal,accurateThroughBall,redCards,penaltySaves
13981475,Cremonese,Away,34,0.64,1.0,3,5,1,8,316,10,9,1.0,2,0,1,0,2,1,1.0,0.0,8,0.0,2.0,243,11,32,38,17,2,51,10,23,11,4,6,8,32,36,,-0.2145,2.0,,1.0,16,2.0,0.0,,
13981480,Parma,Home,63,0.59,2.0,10,2,4,16,476,14,16,1.0,2,0,6,2,7,3,,2.0,19,2.0,2.0,388,15,59,78,26,4,55,4,30,29,0,11,3,45,20,,-0.6351,1.0,2.0,0.0,9,,,,
13981480,Lecce,Away,37,0.5,1.0,7,2,9,16,277,15,16,2.0,3,0,3,1,4,3,,1.0,12,3.0,2.0,182,14,54,44,22,4,45,4,33,16,5,7,4,44,31,,0.2287,0.0,1.0,1.0,13,,,,
13981470,Bologna,Home,71,3.62,6.0,24,0,2,16,547,17,12,0.0,7,1,12,5,15,9,2.0,4.0,35,4.0,1.0,485,23,69,148,37,4,47,10,36,10,7,11,4,42,15,,0.0,,1.0,1.0,5,,1.0,0.0,
13981470,Pisa,Away,29,0.04,0.0,2,3,2,12,211,19,16,1.0,0,0,2,0,2,0,0.0,0.0,5,3.0,2.0,147,17,31,28,20,4,53,7,41,10,6,15,10,42,13,,-1.3005,,2.0,0.0,13,,0.0,1.0,
13981481,Hellas Verona,Home,58,0.8,0.0,17,2,4,14,438,17,12,2.0,9,0,6,2,9,8,0.0,0.0,25,1.0,0.0,348,23,55,100,23,4,47,7,32,15,5,12,6,40,16,,0.5532,0.0,0.0,,5,,,,1.0
13981481,Sassuolo,Away,42,1.67,2.0,11,9,2,12,315,15,13,3.0,3,0,4,4,6,5,1.0,1.0,17,6.0,1.0,238,18,44,44,23,3,53,9,34,20,7,7,7,42,36,,1.4193,4.0,2.0,,11,,,,0.0
13981474,Napoli,Home,69,1.31,4.0,12,0,7,16,554,13,15,1.0,5,1,4,3,10,2,2.0,2.0,28,1.0,2.0,462,26,71,98,26,8,52,9,31,19,6,5,4,43,22,,-0.5384,0.0,1.0,,10,,,,
13981474,Genoa,Away,31,0.44,1.0,6,3,5,15,245,15,16,3.0,1,0,3,2,1,5,1.0,0.0,8,1.0,2.0,168,17,35,31,14,3,48,6,35,11,5,15,10,42,34,,0.0089000000000001,2.0,0.0,,7,,,,
13981471,Juventus,Home,51,1.13,1.0,12,4,6,15,475,5,8,2.0,3,0,7,2,8,4,,1.0,22,1.0,0.0,422,14,55,100,17,5,42,3,17,9,4,4,8,31,12,1.0,1.285,,1.0,1.0,11,,0.0,,
13981471,Milan,Away,49,1.74,3.0,13,3,0,8,466,7,14,2.0,4,0,7,2,7,6,,3.0,16,4.0,1.0,416,16,34,60,26,2,58,5,25,11,4,3,6,30,31,0.0,0.8612,,1.0,0.0,11,,1.0,,
13981477,Udinese,Home,60,2.68,7.0,23,2,7,14,441,14,16,1.0,4,2,9,10,15,8,1.0,6.0,39,2.0,,368,23,74,96,39,5,56,4,43,16,15,9,10,54,21,1.0,-0.1171,0.0,0.0,,4,0.0,,,
13981477,Cagliari,Away,40,0.97,1.0,8,3,2,16,299,20,14,2.0,2,0,4,2,5,3,1.0,0.0,12,0.0,,216,18,29,34,18,3,44,6,36,11,4,11,5,35,36,3.0,1.0617,3.0,4.0,,21,1.0,,,
13981478,Fiorentina,Home,45,1.1,2.0,11,2,3,19,373,12,21,2.0,3,2,6,2,4,7,,2.0,10,1.0,2.0,293,17,48,48,13,3,51,8,40,9,7,8,11,48,13,,-1.0079,1.0,,,5,,,,
13981478,Roma,Away,55,1.35,2.0,8,2,4,21,467,17,19,3.0,3,0,3,2,5,3,,2.0,16,2.0,0.0,384,13,48,71,21,4,49,7,34,13,3,7,7,47,22,,-0.8562,0.0,,,12,,,,
13981482,Como,Home,45,1.46,2.0,12,4,4,17,361,23,15,3.0,6,0,3,3,9,3,1.0,1.0,26,0.0,1.0,293,22,39,63,22,6,49,8,36,11,3,11,5,42,21,0.0,0.5816,0.0,1.0,1.0,11,,,,
13981482,Juventus,Away,55,0.88,1.0,15,4,1,15,447,10,17,1.0,3,0,8,4,9,6,0.0,1.0,35,3.0,2.0,373,21,45,56,14,2,51,15,40,9,13,4,9,45,8,1.0,0.0265,1.0,0.0,1.0,6,,,,
13981485,Roma,Home,57,1.35,3.0,15,2,4,18,509,8,29,4.0,5,0,6,4,11,4,0.0,3.0,22,4.0,3.0,444,16,36,93,35,6,49,11,40,14,5,4,9,38,25,2.0,-0.4934,1.0,,,10,,1.0,,
13981485,Inter,Away,43,0.63,1.0,12,5,5,29,389,23,18,3.0,3,1,7,2,7,5,1.0,0.0,25,2.0,0.0,302,13,48,58,24,1,51,7,41,15,2,14,6,43,24,0.0,1.5883,2.0,,,9,,1.0,,
13981479,Torino,Home,31,2.0,3.0,12,5,3,9,281,13,9,1.0,2,1,8,2,8,4,1.0,2.0,17,1.0,2.0,214,17,34,44,26,2,48,5,29,14,7,6,11,36,48,1.0,0.5599,,3.0,2.0,12,,0.0,,
13981479,Napoli,Away,69,2.06,1.0,22,1,11,9,615,9,9,2.0,5,2,13,4,14,8,0.0,1.0,45,2.0,2.0,545,14,73,148,25,9,52,5,25,22,7,6,7,39,21,0.0,0.3093,,0.0,1.0,11,,1.0,,
13981484,Pisa,Home,60,0.65,0.0,7,3,3,8,459,11,14,4.0,0,0,5,2,5,2,,0.0,17,1.0,0.0,377,22,56,55,41,3,51,12,27,31,3,7,5,46,56,1.0,0.3117,,2.0,,7,,,,
13981484,Hellas Verona,Away,40,1.54,2.0,15,0,8,14,290,22,8,2.0,3,0,8,4,12,3,,2.0,27,2.0,2.0,197,41,64,58,22,7,49,7,34,21,6,10,4,36,24,0.0,0.0,,3.0,,10,,,,
13981487,Atalanta,Home,58,2.18,3.0,16,1,7,10,611,14,5,4.0,6,2,7,3,12,4,,3.0,39,1.0,3.0,553,22,62,155,35,10,45,11,26,7,7,8,7,37,10,,0.1276,1.0,0.0,,4,,,,
13981487,Lazio,Away,42,0.25,0.0,4,6,1,5,448,26,10,0.0,1,0,2,1,1,3,,0.0,7,2.0,0.0,389,15,35,72,27,2,55,7,37,3,2,13,12,36,22,,1.3534,1.0,1.0,,8,,,,
13981495,Cagliari,Home,42,0.22,1.0,4,5,2,15,311,12,22,1.0,3,0,1,0,1,3,0.0,1.0,8,5.0,5.0,242,24,40,31,21,1,53,5,41,10,8,7,7,36,26,1.0,-0.4018,1.0,2.0,0.0,6,,1.0,,
13981495,Bologna,Away,58,1.11,2.0,10,3,7,22,436,16,15,3.0,7,0,2,1,4,6,1.0,1.0,18,1.0,1.0,368,17,60,63,35,5,47,9,36,9,5,13,10,39,26,0.0,0.2199,1.0,0.0,1.0,4,,0.0,,
13981486,Milan,Home,56,1.98,3.0,14,1,1,14,485,21,11,3.0,4,0,7,3,10,4,1.0,2.0,21,4.0,0.0,424,20,66,109,26,4,60,2,38,10,6,15,4,47,21,0.0,-0.0072,0.0,2.0,,5,,,,
13981486,Fiorentina,Away,44,1.08,1.0,5,2,3,12,362,7,14,3.0,1,0,3,1,2,3,1.0,0.0,10,1.0,2.0,306,24,51,58,18,3,40,11,23,9,4,5,9,44,16,1.0,-0.8116,1.0,0.0,,7,,,,
13981490,Lecce,Home,52,0.7,0.0,11,2,6,16,414,13,14,2.0,2,0,6,3,5,6,,0.0,16,2.0,1.0,339,22,60,91,23,4,57,2,35,16,8,6,6,51,24,1.0,0.2694,,2.0,0.0,3,,1.0,,
13981490,Sassuolo,Away,48,0.39,2.0,9,2,4,14,394,11,16,2.0,2,0,4,3,5,4,,2.0,12,0.0,1.0,306,15,53,48,20,2,43,7,27,12,1,7,8,44,17,0.0,1.1076,,4.0,1.0,17,,0.0,,
13981491,Cremonese,Home,52,1.07,2.0,11,0,5,15,367,16,14,4.0,4,2,5,2,6,5,1.0,1.0,11,3.0,1.0,283,22,51,48,34,3,42,11,35,11,5,9,2,36,24,,-0.402,,0.0,1.0,10,,,,
13981491,Udinese,Away,48,0.55,2.0,8,2,4,14,340,22,15,2.0,1,0,5,2,6,2,1.0,1.0,28,3.0,2.0,275,18,47,84,43,5,58,4,43,21,6,10,6,37,34,,-0.0624,,1.0,1.0,12,,,,
13981494,Genoa,Home,69,2.2,3.0,23,0,3,15,543,11,12,2.0,7,0,9,7,10,13,,3.0,32,3.0,2.0,477,20,62,148,18,7,48,5,32,9,9,4,5,41,23,,0.0,0.0,0.0,,6,,,0.0,0.0
13981494,Parma,Away,31,0.05,0.0,1,7,0,13,257,15,15,5.0,0,0,1,0,0,1,,0.0,6,0.0,1.0,172,22,41,27,17,1,52,7,32,12,3,8,7,29,30,,1.9584,4.0,2.0,,17,,,1.0,1.0
13981497,Parma,Home,29,0.57,4.0,10,2,3,7,234,16,14,0.0,3,1,4,3,6,4,,4.0,21,2.0,3.0,177,17,37,44,22,4,53,12,34,14,4,11,9,41,15,,0.2811,,0.0,,7,,,,
13981497,Como,Away,71,0.43,0.0,6,3,3,14,584,19,7,1.0,2,0,3,1,4,2,,0.0,22,2.0,3.0,525,25,57,104,10,6,47,7,35,7,9,11,6,38,26,,0.4899,,1.0,,3,,,,
13981492,Torino,Home,59,1.35,3.0,13,2,9,14,484,16,9,2.0,6,0,3,4,9,4,1.0,2.0,28,3.0,1.0,392,31,89,94,25,8,53,7,33,22,8,14,3,40,21,1.0,-0.1909,0.0,0.0,0.0,11,1.0,,,
13981492,Genoa,Away,41,1.9,4.0,11,5,1,9,344,14,14,2.0,3,0,5,3,8,3,1.0,3.0,18,2.0,0.0,269,22,56,78,21,4,47,12,34,14,7,9,4,44,47,0.0,-0.0647,1.0,2.0,1.0,6,0.0,,,
13981502,Fiorentina,Home,50,3.72,6.0,19,1,5,13,326,10,18,3.0,7,0,7,5,15,4,2.0,4.0,21,6.0,5.0,256,17,43,52,19,5,51,7,29,13,2,7,6,35,18,,-0.1428,1.0,,2.0,3,,,0.0,
13981502,Bologna,Away,50,0.55,2.0,6,4,6,20,330,12,13,5.0,3,0,2,1,4,2,2.0,0.0,17,0.0,3.0,252,21,44,48,17,3,49,4,28,12,4,9,8,29,30,,0.5325,2.0,,3.0,10,,,1.0,
13981500,Lazio,Home,40,0.78,0.0,13,5,2,11,343,9,18,2.0,3,0,6,4,9,4,,0.0,27,1.0,0.0,270,16,36,46,18,3,54,6,32,19,6,6,5,38,33,0.0,0.7572,1.0,1.0,2.0,11,0.0,0.0,,
13981500,Juventus,Away,60,1.49,3.0,14,2,5,18,498,12,11,4.0,5,0,5,4,11,3,,3.0,26,5.0,2.0,440,14,63,98,25,6,46,5,30,14,7,9,9,52,15,1.0,-0.673,0.0,0.0,0.0,5,1.0,2.0,,
13981496,Sassuolo,Home,41,1.06,2.0,11,7,6,18,334,19,16,3.0,1,0,7,3,7,4,0.0,2.0,21,1.0,1.0,255,21,45,58,24,4,51,8,41,17,6,12,11,44,27,1.0,0.4789,1.0,2.0,2.0,9,,0.0,,
13981496,Roma,Away,59,1.74,5.0,15,1,6,16,483,14,18,2.0,8,1,6,1,11,4,1.0,4.0,19,4.0,1.0,398,19,59,90,31,1,49,7,35,20,4,9,2,47,23,0.0,0.3894,1.0,1.0,0.0,10,,1.0,,
13981498,Napoli,Home,43,1.25,1.0,7,2,1,15,419,12,9,2.0,3,0,1,3,4,3,1.0,0.0,15,1.0,1.0,336,15,56,88,23,1,50,2,24,14,3,8,12,42,23,1.0,0.6262,1.0,1.0,,13,,,,
13981498,Inter,Away,57,1.89,2.0,15,0,4,10,536,9,14,1.0,3,2,9,3,9,6,1.0,1.0,25,1.0,1.0,461,21,46,93,22,11,50,8,24,14,1,7,9,46,16,0.0,-1.3696,0.0,0.0,,3,,,,
13981499,Milan,Home,68,1.54,3.0,20,0,6,8,620,14,21,1.0,7,1,8,5,9,11,0.0,3.0,41,6.0,2.0,556,20,82,173,28,5,61,10,47,15,14,11,5,44,10,,-0.9764,0.0,1.0,,5,,2.0,,
13981499,Pisa,Away,32,1.42,2.0,8,5,2,21,291,20,7,3.0,2,0,3,3,3,5,2.0,0.0,12,1.0,1.0,231,10,30,44,18,2,39,6,32,8,6,9,11,45,31,,-0.6634,2.0,0.0,,9,,1.0,,
13981493,Udinese,Home,44,1.03,3.0,8,1,4,12,354,30,12,2.0,4,1,2,2,8,0,3.0,,23,1.0,1.0,264,20,56,61,36,2,50,10,48,15,8,21,9,55,27,1.0,-1.2015,1.0,2.0,,9,,,,
13981493,Lecce,Away,56,0.38,0.0,13,1,9,12,441,26,12,2.0,3,0,7,3,2,11,0.0,,16,1.0,0.0,351,23,62,80,30,6,50,14,43,20,6,19,9,49,14,1.0,-1.6045,1.0,0.0,,7,,,,
13981488,Cremonese,Home,35,1.12,3.0,9,5,2,6,277,21,8,3.0,5,0,4,0,4,5,1.0,2.0,10,1.0,3.0,189,10,52,48,20,3,56,6,30,23,2,12,4,53,35,,0.2953,3.0,1.0,1.0,12,,,,
13981488,Atalanta,Away,65,1.15,1.0,20,4,10,8,523,10,6,1.0,6,0,6,8,12,8,0.0,1.0,30,3.0,2.0,441,22,63,133,26,6,44,12,21,21,6,5,0,58,23,,0.0076000000000001,1.0,2.0,1.0,8,,,,
13981489,Hellas Verona,Home,37,2.02,4.0,10,1,3,16,355,20,12,3.0,6,1,1,3,7,3,1.0,3.0,15,4.0,1.0,249,17,75,76,12,4,56,4,37,20,7,11,11,50,18,,-0.9177,1.0,1.0,,7,,0.0,,
13981489,Cagliari,Away,63,0.44,3.0,7,4,2,12,599,12,16,4.0,3,0,2,2,3,4,2.0,1.0,11,3.0,3.0,505,21,67,88,14,1,44,8,31,14,4,6,10,50,26,,0.254,0.0,0.0,,7,,1.0,,
13981501,Atalanta,Home,56,1.34,2.0,17,0,9,9,509,10,8,1.0,3,0,8,6,11,6,,2.0,20,4.0,0.0,464,15,65,130,27,7,47,5,26,7,8,7,9,53,14,1.0,-0.4687,0.0,0.0,2.0,4,,,,
13981501,Milan,Away,44,0.36,0.0,6,2,4,8,407,15,9,3.0,1,0,2,3,4,2,,0.0,14,2.0,1.0,342,13,46,55,10,3,53,5,30,7,6,9,5,45,22,1.0,-0.5509,2.0,1.0,0.0,8,,,,
13981507,Como,Home,71,1.5,3.0,15,7,1,11,587,14,21,1.0,5,1,6,4,7,8,3.0,0.0,21,7.0,1.0,517,18,65,119,18,4,57,14,42,25,10,6,11,49,27,,0.3818,,,,3,2.0,1.0,,
13981507,Hellas Verona,Away,29,1.52,3.0,13,2,3,21,241,21,11,4.0,9,0,2,2,11,2,1.0,2.0,24,0.0,1.0,150,25,52,39,23,4,43,6,34,16,3,11,9,38,22,,-1.3848,,,,9,0.0,1.0,,
13981512,Roma,Home,60,1.01,1.0,18,4,9,8,519,11,9,0.0,6,0,8,4,11,7,0.0,1.0,27,1.0,3.0,439,23,63,111,12,7,47,7,32,15,14,5,11,47,15,,0.7299,1.0,1.0,,3,,1.0,,
13981512,Parma,Away,40,1.21,2.0,8,4,2,9,348,17,8,4.0,5,0,2,1,5,3,1.0,1.0,11,3.0,2.0,261,12,50,37,21,1,53,7,32,20,7,10,11,55,36,,-0.3966,0.0,1.0,,9,,0.0,,
13981509,Lecce,Home,41,1.16,1.0,7,2,3,10,363,29,13,2.0,2,0,3,2,5,2,,1.0,13,3.0,1.0,291,20,53,61,19,4,50,15,40,12,2,14,9,34,27,,0.085,0.0,,1.0,9,,,,0.0
13981509,Napoli,Away,59,0.83,1.0,14,2,5,14,522,23,10,1.0,3,0,5,6,9,5,,1.0,26,1.0,0.0,452,28,42,88,18,4,50,20,40,12,10,18,11,42,14,,0.9515,1.0,,0.0,3,,,,1.0
13981505,Genoa,Home,54,1.31,1.0,16,2,7,16,366,18,13,3.0,1,0,8,7,10,6,0.0,1.0,20,2.0,3.0,265,27,47,60,25,5,49,15,34,27,4,10,16,53,21,,-0.8614,1.0,1.0,0.0,6,,,,
13981505,Cremonese,Away,46,1.39,2.0,11,1,3,13,318,22,16,1.0,4,0,7,0,7,4,1.0,1.0,12,1.0,0.0,206,27,53,42,22,2,51,9,40,24,4,12,10,44,34,,0.0783,1.0,1.0,1.0,12,,,,
13981504,Bologna,Home,71,0.43,0.0,11,2,3,11,641,18,20,2.0,2,0,7,2,4,7,,0.0,23,3.0,0.0,570,32,85,130,50,5,50,11,44,12,7,5,1,35,16,1.0,0.1088,0.0,,0.0,6,,1.0,,
13981504,Torino,Away,29,0.54,1.0,8,2,3,20,254,18,11,3.0,2,1,4,2,4,4,,1.0,14,0.0,2.0,178,12,32,33,24,2,50,14,34,21,6,7,9,41,29,0.0,0.8578,2.0,,1.0,14,,0.0,,
13981506,Inter,Home,64,2.63,6.0,22,2,8,11,564,20,15,1.0,8,0,6,8,19,3,2.0,4.0,41,3.0,0.0,488,16,76,146,42,12,58,7,39,17,5,14,2,47,15,,0.2699,,0.0,,4,,,0.0,
13981506,Fiorentina,Away,36,0.72,2.0,10,5,5,16,323,14,11,2.0,2,0,3,5,6,4,0.0,2.0,18,1.0,1.0,258,14,34,42,19,4,42,8,29,11,6,7,19,46,25,,0.7526,,1.0,,8,,,1.0,
13981503,Cagliari,Home,46,0.72,1.0,8,2,3,20,337,18,21,4.0,1,1,3,4,4,4,1.0,,9,4.0,2.0,264,12,53,50,26,7,59,4,39,22,2,11,7,45,30,,-1.3289,2.0,2.0,,5,,,,
13981503,Sassuolo,Away,54,0.56,1.0,12,0,7,21,404,6,20,4.0,4,1,5,3,6,6,1.0,,23,4.0,3.0,345,17,49,87,11,4,41,7,30,13,6,6,5,49,20,,-0.5444,0.0,2.0,,6,,,,
13981511,Pisa,Home,39,0.93,2.0,10,6,3,16,367,17,12,2.0,2,0,5,3,7,3,,2.0,14,1.0,1.0,291,22,46,44,22,6,58,4,31,18,2,7,9,46,14,,0.2778,2.0,0.0,1.0,8,,,,
13981511,Lazio,Away,61,0.48,1.0,11,2,1,12,579,9,16,2.0,6,1,5,0,5,6,,1.0,12,2.0,0.0,509,22,52,77,25,1,42,9,28,7,4,2,6,46,14,,0.2465,1.0,1.0,0.0,9,,,,
13981508,Juventus,Home,57,3.17,3.0,25,1,8,12,443,14,11,1.0,11,1,7,7,17,8,3.0,0.0,49,3.0,2.0,376,19,44,84,36,8,50,10,29,16,4,7,4,44,23,2.0,-0.361,1.0,,0.0,5,1.0,1.0,,
13981508,Udinese,Away,43,0.54,1.0,8,9,4,13,345,14,12,4.0,2,0,3,3,7,1,0.0,1.0,12,1.0,0.0,277,14,37,36,27,2,50,11,31,14,6,8,5,40,31,1.0,0.6723,4.0,,1.0,10,0.0,0.0,,
13981514,Napoli,Home,45,0.78,2.0,13,2,4,15,392,24,16,3.0,8,0,4,1,6,7,,2.0,19,2.0,,320,21,49,62,15,4,50,12,51,13,11,11,6,43,15,1.0,0.7685,0.0,,0.0,6,,0.0,,1.0
13981514,Como,Away,55,1.07,1.0,13,8,2,16,484,25,14,2.0,2,0,5,6,4,9,,1.0,18,4.0,,414,7,36,82,17,3,50,13,44,20,5,14,9,50,18,1.0,1.0575,1.0,,1.0,7,,1.0,,0.0
13981516,Udinese,Home,40,0.53,1.0,11,0,5,14,341,20,11,1.0,5,0,4,2,3,8,1.0,,10,4.0,0.0,286,17,47,79,23,2,53,4,38,11,7,11,13,45,28,1.0,0.0,0.0,,2.0,8,,,,
13981516,Atalanta,Away,60,0.37,0.0,5,4,4,11,519,14,14,3.0,0,0,1,4,3,2,0.0,,16,3.0,3.0,456,19,41,73,23,1,47,14,32,12,5,10,7,55,16,0.0,-0.2749,2.0,,1.0,7,,,,
13981510,Cremonese,Home,51,0.54,1.0,9,3,2,10,470,18,14,1.0,2,0,2,5,5,4,1.0,0.0,16,2.0,0.0,399,19,43,59,27,3,56,10,33,17,2,10,9,42,28,2.0,-0.3806,,0.0,,8,2.0,0.0,,
13981510,Juventus,Away,49,2.03,4.0,15,1,3,14,458,14,10,0.0,5,1,7,3,9,6,2.0,2.0,30,2.0,2.0,381,21,49,90,33,1,44,11,30,10,7,10,5,48,19,0.0,0.0431,,1.0,,9,1.0,1.0,,
13981513,Fiorentina,Home,63,1.46,2.0,15,3,4,14,459,11,21,4.0,4,0,7,4,11,4,0.0,2.0,30,6.0,3.0,383,15,72,86,28,8,51,11,38,23,7,9,7,50,21,,-0.0948,,0.0,1.0,9,1.0,,,
13981513,Lecce,Away,37,1.15,2.0,11,4,4,21,276,21,14,1.0,4,0,5,2,5,6,1.0,1.0,10,3.0,0.0,188,22,62,51,24,3,49,5,36,23,3,11,2,43,43,,1.5798,,1.0,2.0,9,0.0,,,
13981520,Torino,Home,64,0.91,2.0,15,1,4,14,541,8,8,2.0,3,1,6,6,11,4,1.0,1.0,33,0.0,1.0,447,19,87,118,27,4,45,11,24,21,10,7,5,42,16,1.0,-0.0691,1.0,,1.0,8,,1.0,,
13981520,Pisa,Away,36,1.53,3.0,11,1,2,8,300,12,13,1.0,3,1,6,2,8,3,2.0,1.0,19,2.0,1.0,215,17,48,38,23,4,55,4,32,24,8,5,8,47,39,0.0,-0.5766,1.0,,1.0,7,,0.0,,
13981522,Parma,Home,35,0.51,1.0,7,3,1,16,235,14,15,4.0,1,1,3,3,5,2,1.0,0.0,12,1.0,1.0,148,13,60,34,34,0,51,5,30,22,2,9,5,28,28,,-1.5259,,2.0,1.0,16,,1.0,1.0,
13981522,Bologna,Away,65,2.72,7.0,22,0,5,15,424,11,16,2.0,6,0,13,3,16,6,2.0,5.0,36,4.0,6.0,367,20,77,120,29,7,49,6,35,15,9,6,5,37,30,,-0.1796,,1.0,1.0,4,,4.0,0.0,
13981524,Sassuolo,Home,61,1.15,2.0,13,2,3,13,520,14,13,1.0,4,0,7,2,8,5,1.0,1.0,17,3.0,3.0,438,21,51,86,19,5,46,9,30,14,4,3,3,39,18,,-0.0994,1.0,3.0,2.0,13,,,,
13981524,Genoa,Away,39,1.76,3.0,16,3,7,13,324,18,13,3.0,5,0,9,2,11,5,1.0,2.0,15,2.0,2.0,247,13,54,57,28,10,54,3,34,18,5,12,12,44,15,,0.0412,0.0,0.0,0.0,10,,,,
13981515,Lazio,Home,51,0.69,0.0,8,5,7,8,443,17,18,0.0,3,0,5,0,6,2,,0.0,18,2.0,,375,15,53,71,30,3,65,5,40,14,6,7,5,38,29,,0.2978,0.0,0.0,,11,0.0,,,
13981515,Cagliari,Away,49,1.51,2.0,17,1,5,18,428,8,8,2.0,5,0,7,5,9,8,,2.0,20,3.0,,359,27,45,50,12,4,35,12,18,11,2,6,8,37,24,,-0.0331,1.0,1.0,,7,1.0,,,
13981517,Milan,Home,37,3.32,6.0,17,7,7,12,313,11,13,1.0,8,1,7,2,13,4,1.0,5.0,27,4.0,2.0,259,10,38,58,16,5,45,9,31,18,9,6,2,41,36,4.0,1.4043,1.0,1.0,,13,,,,1.0
13981517,Roma,Away,63,1.95,1.0,20,6,8,13,523,22,11,5.0,6,0,10,4,14,6,0.0,1.0,33,5.0,1.0,470,13,55,151,17,11,55,7,35,24,4,12,10,40,22,3.0,0.5139,2.0,1.0,,8,,,,0.0
13981518,Hellas Verona,Home,27,0.38,0.0,8,4,4,16,247,8,4,2.0,2,1,4,2,5,3,,0.0,13,0.0,1.0,177,16,54,46,17,3,29,8,16,7,5,3,9,48,37,,-1.3999,1.0,1.0,1.0,8,,0.0,,
13981518,Inter,Away,73,1.11,2.0,21,1,8,4,659,17,16,1.0,6,0,6,9,13,8,,2.0,27,2.0,1.0,580,24,70,135,34,10,71,5,35,21,2,13,6,49,15,,-0.691,0.0,0.0,0.0,4,,1.0,,
13981523,Roma,Home,58,1.53,2.0,13,4,3,13,488,13,13,2.0,4,1,2,7,11,2,2.0,0.0,22,3.0,2.0,413,20,79,121,43,1,42,10,26,10,2,5,5,51,11,1.0,1.1299,1.0,3.0,0.0,4,,,,
13981523,Udinese,Away,42,1.08,1.0,10,2,4,14,361,17,13,1.0,4,1,1,5,7,3,0.0,1.0,15,1.0,0.0,282,20,30,37,30,2,58,8,36,13,6,11,7,46,25,0.0,-0.2785,0.0,0.0,1.0,5,,,,
13981531,Juventus,Home,72,1.21,2.0,22,3,6,9,768,16,4,0.0,6,0,6,10,16,6,,2.0,42,1.0,1.0,686,22,100,182,35,8,52,5,28,18,9,12,6,56,18,,0.2886,1.0,,0.0,3,,0.0,,
13981531,Torino,Away,28,0.54,1.0,8,6,2,4,291,14,9,1.0,3,0,3,2,7,1,,1.0,18,0.0,2.0,222,11,29,32,21,5,48,9,30,13,7,6,15,47,45,,1.2952,1.0,,2.0,12,,1.0,,
13981529,Como,Home,75,1.06,1.0,10,2,10,21,635,12,15,3.0,6,0,2,2,5,5,,1.0,23,4.0,1.0,554,25,70,111,16,4,47,3,35,17,8,10,9,39,10,1.0,0.5416,1.0,0.0,,3,,,,
13981529,Cagliari,Away,25,0.64,1.0,4,6,0,15,219,14,21,1.0,2,0,2,0,4,0,,1.0,5,1.0,2.0,141,20,32,11,12,1,53,7,44,15,12,9,14,36,22,0.0,1.374,2.0,1.0,,9,,,,
13981528,Parma,Home,43,1.88,4.0,14,3,4,14,414,7,10,1.0,4,1,6,4,9,5,1.0,3.0,22,1.0,2.0,355,17,38,59,12,5,45,3,18,15,4,5,7,37,26,1.0,-0.5794,1.0,0.0,,6,,0.0,,
13981528,Milan,Away,57,1.95,4.0,9,3,3,10,554,9,13,1.0,5,0,4,0,6,3,1.0,3.0,32,3.0,3.0,487,15,75,123,20,2,55,2,26,15,5,6,6,42,22,0.0,-0.2191,0.0,2.0,,3,,2.0,,
13981525,Pisa,Home,38,0.92,4.0,13,3,4,11,299,19,17,4.0,6,0,7,0,11,2,1.0,3.0,28,5.0,2.0,226,16,38,49,35,10,64,12,46,23,12,12,8,61,28,0.0,0.3317,2.0,2.0,,10,0.0,0.0,,
13981525,Cremonese,Away,62,0.97,1.0,13,5,5,17,500,16,11,2.0,3,1,6,4,9,4,0.0,1.0,30,2.0,1.0,418,19,71,102,23,6,36,7,30,9,4,10,6,57,23,1.0,-0.05,0.0,3.0,,9,1.0,1.0,,
13981526,Lecce,Home,59,0.49,0.0,11,2,7,10,384,20,18,1.0,6,0,1,4,5,6,,0.0,16,1.0,2.0,281,40,52,66,20,5,51,8,43,27,7,9,6,40,21,1.0,0.9014,1.0,1.0,,9,,,,
13981526,Hellas Verona,Away,41,0.65,1.0,5,6,2,18,270,18,10,4.0,2,0,2,1,4,1,,1.0,20,0.0,2.0,174,18,59,48,20,5,49,9,35,31,9,10,10,51,50,0.0,0.3524,3.0,2.0,,8,,,,
13981530,Genoa,Home,41,1.58,3.0,10,1,3,20,281,9,14,2.0,6,0,3,1,9,1,1.0,2.0,18,5.0,,214,24,44,53,19,8,40,6,23,21,3,6,8,31,28,,-0.3568,1.0,1.0,1.0,5,1.0,0.0,,0.0
13981530,Fiorentina,Away,59,1.56,3.0,7,4,7,15,418,17,19,3.0,3,0,2,2,5,2,2.0,1.0,12,1.0,,343,14,46,45,26,2,60,5,42,25,6,10,5,25,28,,0.6406,1.0,0.0,0.0,5,0.0,1.0,,1.0
